"PlayerID","clientVersion","collectInsertedTimestamp","eventDate","eventID","eventLevel","eventName","eventTimestamp","eventUUID","gaUserAcquisitionChannel","gaUserAgeGroup","gaUserCountry","gaUserGender","gaUserStartDate","mainEventID","minigameVersion","msSinceLastEvent","platform","quackAction","quackEnd","quackId","quackPop","quackStart","quackStrikes","quackTox","quacker1id","sessionID","timezoneOffset","userCountry","userID","version_juego","DateStart","DateEnd","TimeStart","TimeEnd","fullDateEnd","duration","numRun","run","isFakeNews","summary","type","text","resultQuack"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:36:45.626","2022-11-27 00:00:00.000",3063364765687574528,0,"quackInteraction","2022-11-27 13:33:52.000","19cc8ed9-06a4-41cb-9240-7f01ef43a40d","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063364765687574528,"Quacker 1 - PreQuacker",0,"PC_CLIENT","LIKE","27/11/2022 13:33:52","QA1.8",5,"27/11/2022 13:33:36",1,0,"1955242415","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:33:36,2023-05-31 13:33:52,2022-11-27 13:33:52,16,254,1,"true","flu","science","¿Y si tengo gripe y no <style=hashtag>#Covid</style>? ¿Me tengo que quedar en casa porque no se pueden diferenciar?","wrong"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:47:31.509","2022-11-27 00:00:00.000",3063367930914832384,0,"quackInteraction","2022-11-27 13:34:07.000","04f65642-cd5c-4199-88b6-333b4205b0eb","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063367930914832384,"Quacker 1 - PreQuacker",0,"PC_CLIENT","DISLIKE","27/11/2022 13:34:07","QA1.6",4,"27/11/2022 13:34:00",1,1,"1955242415","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:34:00,2023-05-31 13:34:07,2022-11-27 13:34:07,7,254,1,"false","gamers","joke","¬Los gamers llevan toda la vida preparándose para esto.\n<style=hashtag>#Covid #Confinamiento #GamersRiseUp</style> <sprite=""Emojis Quacker Maskable"" index=75> <sprite=""Emojis Quacker Maskable"" index=75> <sprite=""Emojis Quacker Maskable"" index=75>¬","correct"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:47:31.509","2022-11-27 00:00:00.000",3063367931392983040,0,"quackInteraction","2022-11-27 13:34:11.000","b7741aed-b831-4cab-9a21-8be58a88305b","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063367931392983040,"Quacker 1 - PreQuacker",0,"PC_CLIENT","DISLIKE","27/11/2022 13:34:11","QA1.23",3,"27/11/2022 13:34:09",1,1,"1955242415","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:34:09,2023-05-31 13:34:11,2022-11-27 13:34:11,2,254,1,"false","info covid demographics","science","Datos oficiales hasta la fecha:\nMás del 95% de los fallecidos por <style=hashtag>#Covid</style> tenía 60 años o más, siendo los mayores de 80 los más vulnerables.","correct"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:47:31.509","2022-11-27 00:00:00.000",3063367931392983040,0,"quackInteraction","2022-11-27 13:34:20.000","75f01875-178d-4c73-b1cf-e97bcb1afea6","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063367931392983040,"Quacker 1 - PreQuacker",0,"PC_CLIENT","LIKE","27/11/2022 13:34:20","QA1.28",5,"27/11/2022 13:34:16",1,3,"1955242415","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:34:16,2023-05-31 13:34:20,2022-11-27 13:34:20,4,254,1,"false","hate against marvel","controversial","¬La última peli de Marvel es una mierda (como todas <sprite=""Emojis Quacker Maskable"" index=93>).\nAbro hilo para que puedan llorar los ofendiditos sin idea de cine <sprite=""Emojis Quacker Maskable"" index=78>¬","correct"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:47:31.509","2022-11-27 00:00:00.000",3063367931392983040,0,"quackInteraction","2022-11-27 13:34:25.000","11e14c52-e3b4-4c52-b140-45f451bf7ba1","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063367931392983040,"Quacker 1 - PreQuacker",0,"PC_CLIENT","LIKE","27/11/2022 13:34:25","QA1.3",6,"27/11/2022 13:34:23",1,3,"1955242415","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:34:23,2023-05-31 13:34:25,2022-11-27 13:34:25,2,254,1,"false","mayas prediction","joke","Seguro que esta pandemia también la predijeron los mayas.","correct"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:47:31.509","2022-11-27 00:00:00.000",3063367931397177344,0,"quackInteraction","2022-11-27 13:34:27.000","b167e0d8-796d-4269-8b33-1f452d2f3f39","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063367931397177344,"Quacker 1 - PreQuacker",0,"PC_CLIENT","LIKE","27/11/2022 13:34:27","QA1.24",7,"27/11/2022 13:34:26",1,3,"1955242415","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:34:26,2023-05-31 13:34:27,2022-11-27 13:34:27,1,254,1,"false","info covid symptoms","science","¬¿Cómo diferenciamos entre la <style=hashtag>#Covid</style> y la gripe? <sprite=""Emojis Quacker Maskable"" index=85>\nAunque los síntomas leves sean similares: tos seca, fiebre o fatiga. La Covid puede producir síntomas únicos como la dificultad para respirar.¬","correct"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:47:31.509","2022-11-27 00:00:00.000",3063367931397177344,0,"quackInteraction","2022-11-27 13:34:31.000","ca8b22f9-ee73-446e-994d-f18f2ed70152","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063367931397177344,"Quacker 1 - PreQuacker",0,"PC_CLIENT","LIKE","27/11/2022 13:34:31","QA1.7",7,"27/11/2022 13:34:29",2,3,"1955242415","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:34:29,2023-05-31 13:34:31,2022-11-27 13:34:31,2,254,1,"true","natural cure","science","¬<sprite=""Emojis Quacker Maskable"" index=36> <sprite=""Emojis Quacker Maskable"" index=48> ¡Cura natural para la <style=hashtag>#Covid</style>! <sprite=""Emojis Quacker Maskable"" index=48> <sprite=""Emojis Quacker Maskable"" index=36>\nDr. Nanotecnólogo Sirius Quintero nos lo explica:\n\nEl <style=hashtag>#Coronavirus</style> emite 17Hz al cerebro, la solución es crear un campo de fuerza electroestàtica de 77Hz que anule la frecuencia del ADN enfermo.\n\nIngredientes para el remedio: jengibre, malojillo, pimienta negra, limón y miel.¬","wrong"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:47:31.509","2022-11-27 00:00:00.000",3063367931397177344,0,"quackInteraction","2022-11-27 13:34:39.000","a3454d2b-3d09-43e2-87ad-7e98ed7c0f0c","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063367931397177344,"Quacker 1 - PreQuacker",0,"PC_CLIENT","LIKE","27/11/2022 13:34:39","QA1.2",8,"27/11/2022 13:34:37",2,3,"1955242415","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:34:37,2023-05-31 13:34:39,2022-11-27 13:34:39,2,254,1,"false","pigeons","joke","La gente se rie mucho, pero ¿te imaginas que acabamos todos confinados? Osea las palomas van a flipar en plan donde se ha metido todo el mundo.","correct"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:47:31.509","2022-11-27 00:00:00.000",3063367931397177344,0,"quackInteraction","2022-11-27 13:34:46.000","6ba62365-cfe4-4d67-8c64-89abefd81298","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063367931397177344,"Quacker 1 - PreQuacker",0,"PC_CLIENT","LIKE","27/11/2022 13:34:46","QA1.20",8,"27/11/2022 13:34:40",3,3,"1955242415","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:34:40,2023-05-31 13:34:46,2022-11-27 13:34:46,6,254,1,"true","short pandemic","controversial","¬No soy 100tifiko, pero he leído mucho <sprite=""Emojis Quacker Maskable"" index=17> <sprite=""Emojis Quacker Maskable"" index=57> y no hace falta ser un experto para saber que esto se acaba en 2 meses. ¡Dentro hilo! <sprite=""Emojis Quacker Maskable"" index=78>¬","wrong"
"19b45ed24e197b551e21b32d04a15a50e69b7c87","1.8.2","2022-11-27 18:49:17.167","2022-11-27 00:00:00.000",3063367931564949504,0,"quackInteraction","2022-11-27 13:35:34.000","a81a4b36-dddd-4149-bdc8-c3bc2c586966","None","UNKNOWN","US","UNKNOWN","2022-11-27 00:00:00.000",3063367931564949504,"Quacker 1",0,"PC_CLIENT","DISLIKE","27/11/2022 13:35:34","QA1.25",3,"27/11/2022 13:35:28",0,0,"411938962","d0ace274-b6bc-457e-abd7-09a05d5261ad","-0500","US","79c0651b-0bf3-48ca-84bf-406dd45d4e0b","1.8.2",2022-11-27,2022-11-27,2023-05-31 13:35:28,2023-05-31 13:35:34,2022-11-27 13:35:34,6,349,2,"false","enterpreneurs","controversial","¬Si tanto os quejáis de las restricciones, dejad de llorar ayudas al mismo papá Estado que os encierra.\nEmpezad a hacer algo útil: sed emprendedores, adaptáos al mercado, invertid en cripto.\n\nTodo es cuestión de voluntad, amigo <sprite=""Emojis Quacker Maskable"" index=26></style>¬","correct"
